,srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
216,59.166.0.0,64335,149.171.126.9,80,tcp,FIN,1.006142,1684,10168,31,29,3,5,http,12435.62012,76362.97656,14,18,255,255,2410234123,261518095,120,565,1,3924,8765.444905,7675.575015,1421927902,1421927903,77.366849,59.15370600000001,0.000668,0.000523,0.000145,0,0,1,0,0,2,1,1,4,1,1,1,,0
217,175.45.176.1,60927,149.171.126.14,80,tcp,FIN,0.788551,828,936,62,252,2,2,http,7568.3125,8308.911133,10,8,255,255,3508138090,3252410047,83,117,1,59,4310.394698,128.949445,1421927902,1421927903,87.602889,90.22556999999999,0.243377,0.15696400000000002,0.086413,0,1,1,0,0,2,1,2,3,1,1,2,Exploits,1
218,59.166.0.1,20040,149.171.126.0,80,tcp,FIN,35.531044,18682,1087900,31,29,2,370,http,4194.416504,244618.0938,350,746,255,255,4205070261,2121377763,53,1458,1,524288,6037.135741,4104.769981,1421927869,1421927904,101.807243,47.691953999999996,0.000687,0.000558,0.000129,0,0,1,0,0,1,1,4,4,1,1,2,,0
219,59.166.0.6,29464,149.171.126.2,80,tcp,FIN,3.804906,18578,1087890,31,29,2,370,http,38949.71484,2284276.25,348,746,255,255,3893521716,3896841717,53,1458,1,524288,595.027868,388.715364,1421927901,1421927904,10.96417,5.106511,0.0008539999999999999,0.000545,0.000309,0,0,1,0,0,1,1,4,3,1,1,1,,0
220,59.166.0.2,2819,149.171.126.5,80,tcp,FIN,4.409789,18474,1087890,31,29,2,370,http,33418.37891,1970946.0,346,746,255,255,4073522357,4085890335,53,1458,1,524288,729.832619,460.15353200000004,1421927901,1421927905,12.781046,5.918525,0.000609,0.000484,0.000125,0,0,1,0,0,1,1,1,1,1,1,1,,0
221,59.166.0.0,52802,149.171.126.8,80,tcp,FIN,1.005818,1580,10168,31,29,3,5,http,11524.94727,76387.57813,12,18,255,255,4030233649,4027123902,132,565,1,3924,9530.379925,7675.712547,1421927904,1421927905,91.40545300000001,59.133880000000005,0.000687,0.000541,0.000146,0,0,1,0,0,2,1,2,1,1,1,1,,0
222,59.166.0.5,1349,149.171.126.1,80,tcp,FIN,5.306679,18162,1087890,31,29,2,370,http,27299.9375,1637833.5,340,746,255,255,3533522605,1389162025,53,1458,1,524288,3409.565525,2294.741222,1421927900,1421927905,15.652965,7.122305,0.000711,0.000557,0.000154,0,0,1,0,0,1,1,2,2,1,1,1,,0
223,175.45.176.0,51272,149.171.126.13,80,tcp,FIN,1.787302,838,354,254,252,2,1,http,3379.395264,1387.566284,10,8,255,255,1408676653,4034315322,84,44,0,0,11682.82367,389.212031,1421927903,1421927905,192.70244399999999,244.183281,0.16647,0.07800900000000001,0.088461,0,1,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
224,59.166.0.7,46801,149.171.126.3,80,tcp,FIN,1.005751,1580,10168,31,29,3,5,http,11525.71582,76392.66406,12,18,255,255,2000651361,2001697554,132,565,1,3924,9530.111445999999,7675.007331999999,1421927905,1421927906,91.396273,59.127413,0.000695,0.0005809999999999999,0.00011399999999999999,0,0,1,0,0,1,1,6,1,1,1,1,,0
225,175.45.176.1,50255,149.171.126.18,80,tcp,FIN,1.025781,830,1290,62,252,2,2,http,5825.804688,8804.998047,10,8,255,255,2387387709,3050518743,83,161,0,0,6205.343768,170.994687,1421927905,1421927906,113.95700000000001,124.913859,0.222016,0.151383,0.070633,0,1,0,0,0,2,1,1,3,1,1,1,Exploits,1
226,175.45.176.2,8524,149.171.126.15,80,tcp,FIN,1.988609,17436,354,254,252,7,1,http,66639.54688,1247.102905,20,8,255,255,2681411282,3817870050,872,44,0,0,9425.010801,401.523344,1421927904,1421927906,102.107107,267.92884399999997,0.34486500000000003,0.113105,0.23176,0,1,0,0,0,2,1,1,2,1,1,1,Exploits,1
227,59.166.0.4,52851,149.171.126.0,80,tcp,FIN,1.006137,1684,10168,31,29,3,5,http,12435.68164,76363.35938,14,18,255,255,873167984,3023704292,120,565,1,3924,8765.586539,7674.663326000001,1421927906,1421927907,77.367921,59.156765,0.000601,0.000468,0.000133,0,0,1,0,0,2,3,1,2,2,1,1,,0
228,59.166.0.4,21376,149.171.126.1,80,tcp,FIN,1.8407950000000002,17954,1087890,31,29,2,370,http,77796.82031,4721577.5,336,746,255,255,453168497,454159327,53,1458,1,0,270.534927,162.6311,1421927906,1421927907,5.493949,2.470095,0.000725,0.00057,0.000155,0,0,1,0,0,2,1,3,2,2,1,1,,0
229,175.45.176.2,63937,149.171.126.16,80,tcp,FIN,0.7894399999999999,780,902,62,252,2,2,http,7113.903809,8005.675293000001,10,8,255,255,376394585,3358889124,78,113,0,0,4364.198186,156.903891,1421927906,1421927907,87.715556,96.74843,0.216508,0.11161800000000001,0.10489000000000001,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
230,59.166.0.0,54041,149.171.126.0,80,tcp,FIN,0.007078,1032,822,31,29,2,2,http,1020627.313,836394.5,8,10,255,255,4098554206,4099528351,129,82,1,82,60.534136,1.607318,1421927908,1421927908,0.961857,0.708222,0.00086,0.000699,0.000161,0,0,1,0,0,1,3,3,10,1,1,1,,0
231,175.45.176.1,14119,149.171.126.13,80,tcp,FIN,0.716735,842,268,254,252,2,1,http,8460.588867,2500.226807,10,6,255,255,392820022,3255052199,84,45,0,0,3830.319496,186.969828,1421927907,1421927908,71.919444,120.71960200000001,0.16289700000000001,0.113133,0.049763999999999996,0,1,0,0,0,1,1,4,3,1,1,1,Exploits,1
232,59.166.0.5,19256,149.171.126.0,80,tcp,FIN,1.0058850000000001,1580,10168,31,29,3,5,http,11524.17969,76382.49219,12,18,255,255,2551071972,406740695,132,565,1,3924,9524.841025,7676.372433,1421927909,1421927910,91.412544,59.140003,0.0006309999999999999,0.0005009999999999999,0.00013000000000000002,0,0,1,0,0,1,3,2,1,1,1,1,,0
233,59.166.0.3,40976,149.171.126.7,80,tcp,FIN,0.006083,1032,822,31,29,2,2,http,1187571.875,973204.0,8,10,255,255,3391071767,1246697931,129,82,1,82,58.319976000000004,1.3516920000000001,1421927910,1421927910,0.8192860000000001,0.619667,0.000625,0.000502,0.000123,0,0,1,0,0,1,1,3,4,1,1,1,,0
234,175.45.176.0,57550,149.171.126.16,80,tcp,FIN,1.080158,1076,354,254,252,2,1,http,7176.728026999999,2295.9604489999997,10,8,255,255,3046077175,1375859378,108,44,0,0,6473.110494,226.30895299999997,1421927908,1421927910,115.52977800000001,140.4,0.200534,0.097354,0.10318,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
235,59.166.0.5,30572,149.171.126.1,80,tcp,FIN,0.004182,1032,822,31,29,2,2,http,1727403.125,1415590.625,8,10,255,255,1845686467,3996306965,129,82,1,82,33.379859,0.737535,1421927911,1421927911,0.542429,0.404778,0.00067,0.000535,0.000135,0,0,1,0,0,1,1,2,7,1,1,1,,0
236,59.166.0.3,20721,149.171.126.9,80,tcp,FIN,3.8979559999999998,17642,1087890,31,29,2,370,http,36098.92188,2229747.25,330,746,255,255,1533168391,3692024834,53,1458,1,524288,795.844557,508.29641399999997,1421927907,1421927911,11.846917999999999,5.231483,0.000627,0.000495,0.000132,0,0,1,0,0,3,1,3,5,1,1,2,,0
237,59.166.0.3,21939,149.171.126.5,80,tcp,FIN,1.025496,1684,10168,31,29,3,5,http,12200.924809999999,74921.79688,14,18,255,255,3751071552,1606645442,120,565,1,3924,8767.048684000001,7676.225291,1421927911,1421927912,78.853921,60.290411999999996,0.000674,0.000554,0.00011999999999999999,0,0,1,0,0,3,3,2,4,1,1,1,,0
238,59.166.0.4,30556,149.171.126.3,80,tcp,FIN,0.004138,1032,822,31,29,2,2,http,1745771.0,1430642.875,8,10,255,255,4055265560,4052054656,129,82,1,82,33.556191999999996,0.668798,1421927912,1421927912,0.541429,0.380889,0.000863,0.0007059999999999999,0.000157,0,0,1,0,0,1,1,1,11,1,1,1,,0
239,175.45.176.3,61509,149.171.126.11,80,tcp,FIN,1.5188700000000002,1338,22944,62,252,3,9,http,6546.972656,115812.4141,14,24,255,255,2940920605,2524099972,96,956,0,0,6268.8795549999995,5442.000341,1421927910,1421927912,116.836156,58.846219999999995,0.214216,0.125592,0.088624,0,1,0,0,0,1,1,4,1,1,1,1,Exploits,1
240,175.45.176.1,34236,149.171.126.14,80,tcp,FIN,7.10168,4020,646666,62,252,2,237,http,4475.561035,726948.0,84,480,255,255,3665718184,3126701097,48,1347,0,0,4421.218949,1813.076954,1421927904,1421927912,85.560917,14.668339999999999,0.129884,0.075538,0.054346000000000005,0,1,0,0,0,1,1,1,4,1,1,1,Exploits,1
241,59.166.0.1,32535,149.171.126.5,80,tcp,FIN,0.003964,1032,822,31,29,2,2,http,1822401.625,1493441.0,8,10,255,255,3047782646,3048846310,129,82,1,82,32.430983000000005,0.673426,1421927913,1421927913,0.515714,0.379444,0.000696,0.000545,0.000151,0,0,1,0,0,1,3,5,7,1,1,3,,0
242,59.166.0.3,64711,149.171.126.5,80,tcp,FIN,0.003968,1032,822,31,29,2,2,http,1820564.5,1491935.5,8,10,255,255,538200743,539229898,129,82,1,82,32.809176,0.675687,1421927913,1421927913,0.516429,0.380556,0.000674,0.000538,0.000136,0,0,1,0,0,3,3,5,7,1,1,1,,0
243,59.166.0.1,41143,149.171.126.6,80,tcp,FIN,4.689318,18266,1087890,31,29,2,370,http,31071.46875,1853458.375,342,746,255,255,2311071366,176764787,53,1458,1,524288,764.468333,492.20333099999993,1421927909,1421927913,13.750673999999998,6.293705999999999,0.000621,0.0004969999999999999,0.000124,0,0,1,0,0,3,2,2,5,1,1,1,,0
244,59.166.0.1,40796,149.171.126.0,80,tcp,FIN,4.883556,18162,1087890,31,29,2,370,http,29665.26953,1779739.25,340,746,255,255,225684733,243582393,53,1458,1,0,857.618274,547.723115,1421927909,1421927914,14.404808,6.554473,0.000604,0.00047000000000000004,0.000134,0,0,1,0,0,3,1,6,9,2,1,5,,0
245,59.166.0.1,1508,149.171.126.6,80,tcp,FIN,1.0046950000000001,1580,10168,31,29,3,5,http,11537.8291,76472.95313,12,18,255,255,2627782557,479237758,132,565,1,3924,9528.499516,7675.157162,1421927913,1421927914,91.303815,59.068236999999996,0.000675,0.000531,0.000144,0,0,1,0,0,3,2,6,9,2,1,1,,0
246,59.166.0.8,56531,149.171.126.1,80,tcp,FIN,1.004773,1580,10168,31,29,3,5,http,11536.93359,76467.02344,12,18,255,255,2923588210,2924636572,132,565,1,3924,9528.529087,7675.004043000001,1421927913,1421927914,91.310362,59.072235,0.000676,0.00054,0.000136,0,0,1,0,0,2,1,2,2,1,1,1,,0
247,59.166.0.8,37317,149.171.126.3,80,tcp,FIN,1.0057399999999999,1580,10168,31,29,3,5,http,11525.84082,76393.5,12,18,255,255,1438201784,1439250358,132,565,1,3924,9529.857004000001,7674.546564,1421927914,1421927915,91.39782,59.129234999999994,0.000663,0.000538,0.000125,0,0,1,0,0,2,1,2,4,1,1,1,,0
248,59.166.0.9,6807,149.171.126.4,80,tcp,FIN,1.006082,1684,10168,31,29,3,5,http,12436.36133,76367.53125,14,18,255,255,1138201713,1139244125,120,565,1,3924,8765.960361,7676.418081999999,1421927914,1421927915,77.360772,59.153647,0.000605,0.000468,0.00013700000000000002,0,0,1,0,0,2,1,2,3,1,1,2,,0
249,59.166.0.7,2963,149.171.126.2,80,tcp,FIN,1.12281,1580,10168,31,29,3,5,http,10324.09766,68428.32031,12,18,255,255,1918207158,4064615618,132,565,1,3924,9599.168233,7728.866792,1421927915,1421927916,102.040729,66.015884,0.0007030000000000001,0.000538,0.000165,0,0,1,0,0,1,1,2,2,1,1,1,,0
250,59.166.0.3,57947,149.171.126.7,80,tcp,FIN,1.015989,1580,10168,31,29,3,5,http,11409.57324,75622.86719,12,18,255,255,1858201641,4008814042,132,565,1,3924,9530.951099,7674.5840530000005,1421927915,1421927916,92.33009399999999,59.734706,0.00062,0.000495,0.000125,0,0,1,0,0,1,1,6,5,1,1,1,,0
251,59.166.0.9,25246,149.171.126.9,80,tcp,FIN,1.005859,1580,10168,31,29,3,5,http,11524.47754,76384.46094,12,18,255,255,1738202165,1739249305,132,565,1,3924,9530.81968,7674.424578,1421927915,1421927916,91.409817,59.138002,0.000646,0.000509,0.00013700000000000002,0,0,1,0,0,2,1,1,6,1,1,1,,0
252,59.166.0.7,46862,149.171.126.2,80,tcp,FIN,0.003951,1032,822,31,29,2,2,http,1828397.875,1498354.875,8,10,255,255,1030718724,3177164289,129,82,1,82,32.260878999999996,0.677716,1421927917,1421927917,0.514286,0.377333,0.000686,0.000551,0.000135,0,0,1,0,0,1,1,4,6,1,1,1,,0
253,59.166.0.5,9546,149.171.126.3,80,tcp,FIN,1.005663,1580,10168,31,29,3,5,http,11526.72363,76399.34375,12,18,255,255,2340298546,2337193703,132,565,1,3924,9530.709437000001,7674.853816,1421927916,1421927917,91.389361,59.124471,0.000679,0.000542,0.00013700000000000002,0,0,1,0,0,1,2,2,1,1,1,1,,0
254,59.166.0.8,12606,149.171.126.4,80,tcp,FIN,1.135964,1580,10168,31,29,3,5,http,10204.54883,67635.94531,12,18,255,255,2460298032,311802411,132,565,1,3924,10628.35179,8557.60404,1421927916,1421927917,103.237729,66.788291,0.0007019999999999999,0.000559,0.000143,0,0,1,0,0,4,2,1,2,1,1,1,,0
255,59.166.0.8,31701,149.171.126.1,80,tcp,FIN,1.004893,1580,10168,31,29,3,5,http,11535.55762,76457.89844,12,18,255,255,3060299187,3061323238,132,565,1,0,9528.233259999999,7675.265878,1421927917,1421927918,91.321543,59.078998,0.000679,0.000546,0.000133,0,0,1,0,0,4,3,6,2,1,1,2,,0
256,59.166.0.2,12030,149.171.126.7,80,tcp,FIN,1.008625,1580,10168,31,29,3,5,http,11492.874020000001,76174.99219,12,18,255,255,1390717142,1391768203,132,565,1,3924,9534.328814,7682.428865000001,1421927918,1421927919,91.66100300000001,59.30194100000001,0.000611,0.000488,0.000123,0,0,1,0,0,1,1,1,5,1,1,1,,0
257,59.166.0.8,64944,149.171.126.0,80,tcp,FIN,1.005783,1580,10168,31,29,3,5,http,11525.34961,76390.23438,12,18,255,255,3776105296,1631726761,132,565,1,3924,9529.829556,7674.24887,1421927918,1421927919,91.399362,59.13229499999999,0.000667,0.00053,0.00013700000000000002,0,0,1,0,0,4,1,4,2,1,1,1,,0
258,59.166.0.3,24111,149.171.126.8,80,tcp,FIN,1.005787,1580,10168,31,29,3,5,http,11525.30273,76389.92969,12,18,255,255,3720304550,3717165646,132,565,1,3924,9530.361975,7674.953478,1421927918,1421927919,91.403182,59.133531000000005,0.000647,0.000512,0.000135,0,0,1,0,0,3,1,1,7,1,1,1,,0
259,175.45.176.0,41152,149.171.126.13,80,tcp,FIN,0.9318690000000001,798,1184,62,252,2,2,http,6172.541504,8893.954102,10,8,255,255,2102942609,2303092195,80,148,1,181,5563.55286,185.98660900000002,1421927918,1421927919,103.438556,117.22471100000001,0.162537,0.111292,0.051245000000000006,0,1,1,0,0,1,1,2,1,1,1,1,Exploits,1
260,59.166.0.6,31667,149.171.126.1,80,tcp,FIN,1.005832,1580,10168,31,29,3,5,http,11524.78809,76386.51563,12,18,255,255,4196103597,4201365189,132,565,1,3924,9530.247867,7675.92738,1421927919,1421927920,91.406183,59.134409,0.000676,0.00054,0.000136,0,0,1,0,0,1,3,1,4,1,1,1,,0
261,59.166.0.3,8449,149.171.126.3,80,tcp,FIN,1.005873,1580,10168,31,29,3,5,http,11524.31836,76383.40625,12,18,255,255,23239331,24293758,132,565,1,3924,9530.275648,7674.157504000001,1421927919,1421927920,91.406088,59.137415000000004,0.00067,0.000533,0.00013700000000000002,0,0,1,0,0,3,2,3,4,1,1,1,,0
262,59.166.0.3,28549,149.171.126.4,80,tcp,FIN,0.003953,1032,822,31,29,2,2,http,1827472.75,1497596.75,8,10,255,255,3008620921,864341034,129,82,1,82,32.395532,0.6821229999999999,1421927921,1421927921,0.515429,0.378444,0.000687,0.000542,0.000145,0,0,1,0,0,3,2,3,5,1,1,2,,0
263,59.166.0.8,7945,149.171.126.1,80,tcp,FIN,1.1158379999999999,1580,10168,31,29,3,5,http,10388.60449,68855.86719,12,18,255,255,2352814250,204283800,132,565,1,3924,9591.042994,7722.231973000001,1421927919,1421927921,101.403183,65.606002,0.000668,0.000532,0.000136,0,0,1,0,0,4,3,1,2,1,1,1,,0
264,59.166.0.1,47010,149.171.126.0,80,tcp,FIN,14.492951999999999,16810,1087900,31,29,2,370,http,9249.737305,599707.75,314,746,255,255,933168595,934173412,54,1458,1,524288,2289.0574269999997,1448.3764820000001,1421927906,1421927921,46.302338,19.452676,0.000858,0.000704,0.000154,0,0,1,0,0,1,2,5,1,1,1,1,,0
265,59.166.0.9,56979,149.171.126.2,80,tcp,FIN,1.0181129999999998,1684,10168,31,29,3,5,http,12289.40137,75465.10156,14,18,255,255,3072814220,924237992,120,565,1,3924,8770.062408,7682.599464,1421927921,1421927922,78.28769,59.860763,0.00063,0.00047699999999999994,0.000153,0,0,1,0,0,1,2,4,2,1,1,2,,0
266,59.166.0.8,17624,149.171.126.4,80,tcp,FIN,0.003946,1044,822,31,29,2,2,http,1853015.875,1500253.5,8,10,255,255,1583234687,1584301660,131,82,1,82,32.901565999999995,0.68963,1421927922,1421927922,0.514,0.379333,0.000661,0.0005269999999999999,0.000134,0,0,1,0,0,1,1,2,8,1,1,1,,0
267,175.45.176.3,48162,149.171.126.10,80,tcp,FIN,1.06489,832,9904,62,252,2,5,http,5626.87207,69753.67969,10,16,255,255,458184551,1412309297,83,619,1,4369,6722.540787000001,5225.338313,1421927921,1421927922,118.32111100000002,62.490533,0.32668600000000003,0.12678499999999998,0.199901,0,1,1,0,0,1,1,1,2,1,1,1,Exploits,1
268,59.166.0.6,43107,149.171.126.6,80,tcp,FIN,0.003932,1044,822,31,29,2,2,http,1859613.375,1505595.125,8,10,255,255,2241138089,96794504,131,82,1,82,32.427318,0.687608,1421927923,1421927923,0.512571,0.37866700000000003,0.000654,0.0005200000000000001,0.000134,0,0,1,0,0,1,2,2,10,1,1,1,,0
269,59.166.0.3,29330,149.171.126.6,80,tcp,FIN,1.004548,1580,10168,31,29,3,4,http,11539.518559999999,76484.15625,12,18,255,255,1943235675,4089719329,132,565,1,0,9527.72532,7674.113931999999,1421927922,1421927923,91.290364,59.059177000000005,0.000684,0.000538,0.000146,0,0,1,0,0,1,2,2,4,1,1,1,,0
270,59.166.0.2,44268,149.171.126.8,80,tcp,FIN,1.013458,1684,10168,31,29,3,5,http,12345.84961,75811.72656,14,18,255,255,2365332170,216762944,120,565,1,3924,8783.012931000001,7707.5204650000005,1421927923,1421927924,77.931921,59.585588,0.0006349999999999999,0.000499,0.000136,0,0,1,0,0,2,1,2,4,1,1,1,,0
271,59.166.0.4,2539,149.171.126.3,80,tcp,FIN,1.0730600000000001,1580,10168,31,29,3,5,http,10802.750979999999,71600.84375,12,18,255,255,35750712,2182155799,132,565,1,3924,10017.82687,8067.666743000001,1421927923,1421927924,97.520094,63.090938,0.000644,0.0005099999999999999,0.000134,0,0,1,0,0,2,1,1,3,1,1,1,,0
272,59.166.0.4,65091,149.171.126.2,80,tcp,FIN,1.006859,1580,10168,31,29,3,5,http,11513.0332,76308.60156,12,18,255,255,635751489,636818272,132,565,1,3924,9539.221931999999,7682.071620999999,1421927924,1421927925,91.499453,59.196528,0.000648,0.000513,0.000135,0,0,1,0,0,2,2,1,1,1,1,1,,0
273,59.166.0.2,16758,149.171.126.0,80,tcp,FIN,1.005901,1684,10168,31,29,3,5,http,12438.59961,76381.27344,14,18,255,255,515750724,516718019,120,565,1,3924,8765.994347,7675.3596959999995,1421927924,1421927925,77.350233,59.139706000000004,0.0006580000000000001,0.000523,0.000135,0,0,1,0,0,2,2,3,2,1,1,1,,0
274,59.166.0.6,59879,149.171.126.7,80,tcp,FIN,1.159683,18578,1087890,31,29,2,370,http,127793.5469,7494682.5,348,746,255,255,695750403,696799444,53,1458,1,524288,200.661938,120.262281,1421927924,1421927925,3.3411150000000003,1.5559020000000001,0.000668,0.000532,0.000136,0,0,1,0,0,1,1,3,3,1,1,1,,0
275,59.166.0.3,1375,149.171.126.9,80,tcp,FIN,1.004705,1684,10168,31,29,3,5,http,12453.407229999999,76472.20313,14,18,255,255,1715750717,1716826853,120,565,1,0,8766.12515,7674.428204999999,1421927926,1421927927,77.256233,59.067179,0.0007059999999999999,0.000558,0.000148,0,0,1,0,0,2,1,2,9,2,1,1,,0
276,59.166.0.3,13665,149.171.126.8,80,tcp,FIN,0.005734,1032,822,31,29,2,2,http,1259853.5,1032438.125,8,10,255,255,2613653344,469271205,129,82,1,82,40.951674,1.234858,1421927927,1421927927,0.769143,0.581444,0.000624,0.0004980000000000001,0.000126,0,0,1,0,0,2,1,3,9,2,1,1,,0
277,59.166.0.1,52742,149.171.126.0,80,tcp,FIN,1.005999,1684,10168,31,29,3,5,http,12437.38867,76373.83594,14,18,255,255,4285332437,4286319306,120,565,1,3924,8765.40941,7676.333518,1421927926,1421927927,77.359156,59.144941,0.000667,0.00053,0.00013700000000000002,0,0,1,0,0,1,1,1,7,1,1,1,,0
278,59.166.0.7,5360,149.171.126.3,80,tcp,FIN,1.006837,1580,10168,31,29,3,5,http,11513.2832,76310.26563,12,18,255,255,3277852148,1129320335,132,565,1,3924,9530.189149,7673.703805,1421927928,1421927929,91.409003,59.193647,0.0006900000000000001,0.000538,0.000152,0,0,1,0,0,1,1,1,1,1,1,1,,0
279,59.166.0.1,9996,149.171.126.5,80,tcp,FIN,2.582691,18994,1087890,31,29,2,370,http,58670.58984,3365271.5,356,746,255,255,2497847297,2498913844,53,1458,1,524288,460.148754,293.373925,1421927927,1421927929,7.274222999999999,3.465957,0.0006929999999999999,0.000546,0.000147,0,0,1,0,0,2,1,1,3,1,1,1,,0
280,59.166.0.5,63093,149.171.126.1,80,tcp,FIN,0.003991,1032,822,31,29,2,2,http,1810072.75,1483337.5,8,10,255,255,1728267357,3878871379,129,82,1,82,32.450006,0.683912,1421927929,1421927929,0.516143,0.384556,0.000666,0.000523,0.000143,0,0,1,0,0,1,2,1,13,1,1,1,,0
281,175.45.176.0,53234,149.171.126.16,8080,tcp,FIN,1.27014,1034,354,254,252,2,1,http,5863.92041,1952.5405269999999,10,8,255,255,1072096545,4173821329,103,44,1,0,7985.5252629999995,268.313781,1421927928,1421927929,138.00888899999998,168.35614099999998,0.188374,0.091637,0.096737,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
282,59.166.0.9,11264,149.171.126.6,80,tcp,FIN,3.158746,18890,1087890,31,29,2,370,http,47707.53906,2751552.75,354,746,255,255,2557847030,2554660226,53,1458,1,524288,496.82344900000004,308.9906,1421927927,1421927930,8.947374,4.2392769999999995,0.000618,0.000482,0.000136,0,0,1,0,0,1,1,1,1,1,1,1,,0
283,59.166.0.1,6205,149.171.126.3,80,tcp,FIN,0.004046,1044,822,31,29,2,2,http,1807217.0,1463173.5,8,10,255,255,240783881,2387187704,131,82,1,82,33.03543,0.712204,1421927930,1421927930,0.527429,0.388333,0.000698,0.000544,0.000154,0,0,1,0,0,2,2,2,8,1,1,2,,0
284,59.166.0.4,28642,149.171.126.8,80,tcp,FIN,0.004074,1044,822,31,29,2,2,http,1794796.375,1453117.375,8,10,255,255,4173654340,4174702955,131,82,1,82,33.641186,0.71385,1421927930,1421927930,0.532,0.39322199999999996,0.000677,0.000528,0.000149,0,0,1,0,0,2,1,3,9,1,1,1,,0
285,59.166.0.4,46264,149.171.126.3,80,tcp,FIN,1.004734,1580,10168,31,29,3,5,http,11537.38184,76469.98438,12,18,255,255,2266170032,2271392350,132,565,1,3924,9529.489381,7675.594612999999,1421927930,1421927931,91.307817,59.071115,0.000662,0.000518,0.000144,0,0,1,0,0,2,2,9,2,1,1,1,,0
286,59.166.0.3,12115,149.171.126.2,80,tcp,FIN,0.00402,1044,822,31,29,2,2,http,1818905.5,1472636.875,8,10,255,255,2626169028,481790067,131,82,1,82,33.175689,0.716917,1421927931,1421927931,0.524571,0.38799999999999996,0.000664,0.000521,0.000143,0,0,1,0,0,2,1,2,9,2,1,1,,0
287,59.166.0.3,54301,149.171.126.1,80,tcp,FIN,1.117584,1580,10168,31,29,3,5,http,10372.375,68748.29688,12,18,255,255,4117848615,1969336584,132,565,1,3924,9593.725939,7723.658901999999,1421927930,1421927931,101.56590600000001,65.707351,0.0007030000000000001,0.000552,0.000151,0,0,1,0,0,2,2,4,9,2,1,1,,0
288,59.166.0.4,53982,149.171.126.9,80,tcp,FIN,1.1198620000000001,1684,10168,31,29,3,5,http,11172.80566,68608.45313,14,18,255,255,1140783307,3291393686,120,565,1,3924,8815.309223999999,7718.316647,1421927932,1421927933,86.115459,65.842765,0.0006889999999999999,0.000528,0.000161,0,0,1,0,0,3,3,1,2,1,1,1,,0
289,59.166.0.9,51088,149.171.126.1,80,tcp,FIN,1.147745,18370,1087890,31,29,2,370,http,127672.9609,7572636.5,344,746,255,255,3226170589,1081813729,53,1458,1,524288,200.532524,120.11360900000001,1421927932,1421927933,3.3452620000000004,1.539858,0.000705,0.000545,0.00016,0,0,1,0,0,2,2,2,2,1,1,1,,0
290,175.45.176.3,7943,149.171.126.17,80,tcp,FIN,1.2252459999999998,706,354,254,252,2,1,http,4152.635742,2024.0833739999998,10,8,255,255,2629574272,2779754127,71,44,0,0,6888.339520999999,229.899609,1421927933,1421927934,136.138444,148.461422,0.279623,0.185198,0.094425,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
291,59.166.0.4,40618,149.171.126.9,80,tcp,FIN,1.034933,1580,10168,31,29,3,5,http,11200.72559,74238.625,12,18,255,255,493300837,494323004,132,565,1,3924,9541.751895,7686.9514260000005,1421927934,1421927935,92.628274,60.847291000000006,0.0007099999999999999,0.000524,0.00018600000000000002,0,0,1,0,0,3,3,6,9,2,1,1,,0
292,59.166.0.4,53881,149.171.126.6,80,tcp,FIN,0.0044670000000000005,1032,822,31,29,2,2,http,1617192.875,1325274.25,8,10,255,255,1033304050,3179691703,129,82,1,82,38.271689,0.6982189999999999,1421927935,1421927935,0.586286,0.43533299999999997,0.0006900000000000001,0.000547,0.000143,0,0,1,0,0,3,2,3,9,2,1,1,,0
293,59.166.0.2,50162,149.171.126.6,80,tcp,FIN,1.005957,1684,10168,31,29,3,5,http,12437.907229999999,76377.02344,14,18,255,255,2402879868,254862804,120,565,1,3924,8765.862838,7675.881228,1421927934,1421927935,77.35284899999999,59.143588,0.000654,0.000509,0.000145,0,0,1,0,0,1,2,3,1,1,1,1,,0
294,59.166.0.8,46986,149.171.126.9,80,tcp,FIN,1.006883,1684,10168,31,29,3,5,http,12426.46875,76306.78125,14,18,255,255,2342880578,194355481,120,565,1,3924,8765.896986,7675.810459,1421927934,1421927935,77.424459,59.194235,0.000734,0.0005769999999999999,0.000157,0,0,1,0,0,1,3,6,4,1,1,1,,0
295,59.166.0.9,26849,149.171.126.4,80,tcp,FIN,1.243847,18578,1087890,31,29,2,370,http,119146.4844,6987560.5,348,746,255,255,973300442,3123933558,53,1458,1,524288,195.457593,114.03674699999999,1421927935,1421927936,3.5811580000000003,1.6688470000000002,0.000708,0.000552,0.000156,0,0,1,0,0,2,1,2,3,1,1,1,,0
