srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
272,175.45.176.1,38267,149.171.126.10,80,tcp,FIN,0.41018599999999994,962,354,254,252,2,1,http,16889.89844,6046.037598,10,8,255,255,1691194934,4016127701,96,44,0,0,3020.946242,108.099953,1421927491,1421927492,43.590444,51.75157,0.093597,0.047924,0.045673000000000005,0,1,0,0,0,1,2,1,1,1,1,1,Exploits,1
273,59.166.0.8,6965,149.171.126.5,80,tcp,FIN,1.080228,1580,10168,31,29,3,5,http,10731.06836,71125.72656,12,18,255,255,93787427,110544531,132,565,1,3924,9819.350766,7909.841233,1421927493,1421927494,98.16354399999999,63.499469,0.000886,0.000732,0.000154,0,0,1,0,0,1,1,2,9,1,1,1,,0
274,59.166.0.3,11023,149.171.126.7,80,tcp,FIN,1.006909,1580,10168,31,29,3,5,http,11512.45996,76304.8125,12,18,255,255,2121278612,2122367861,132,565,1,3924,9530.155454000002,7674.401346,1421927493,1421927494,91.504638,59.196996999999996,0.0007070000000000001,0.0005549999999999999,0.000152,0,0,1,0,0,1,3,5,1,1,1,1,,0
275,59.166.0.7,24537,149.171.126.2,80,tcp,FIN,1.157042,1580,10168,31,29,3,5,http,10018.65039,66403.8125,12,18,255,255,1701271960,3847702188,132,565,1,3924,10809.62027,8704.504733,1421927492,1421927494,105.152821,68.028238,0.000704,0.000558,0.000146,0,0,1,0,0,1,1,2,2,1,1,1,,0
276,59.166.0.9,5878,149.171.126.7,80,tcp,FIN,1.2372290000000001,1684,10168,31,29,3,5,http,10112.92188,62100.06641,14,18,255,255,33788101,34823851,120,565,1,3924,9258.231339,8105.213304000001,1421927493,1421927494,95.141615,72.745941,0.000669,0.000544,0.000125,0,0,1,0,0,1,3,5,1,1,1,1,,0
277,175.45.176.0,3694,149.171.126.10,80,tcp,FIN,0.5401050000000001,1224,74067,62,252,2,29,http,17122.59766,1079390.125,18,62,255,255,3180146011,1022191051,68,1195,0,0,1717.8676670000002,1192.36141,1421927493,1421927494,31.770882,8.726524000000001,0.052685,0.007107,0.045578,0,1,0,0,0,1,2,1,1,1,1,1,Exploits,1
278,175.45.176.1,11116,149.171.126.12,80,tcp,FIN,0.17926,804,268,254,252,2,1,http,32310.60938,9996.65332,10,6,255,255,3846012280,3436122282,80,45,0,0,986.0940619999999,59.145879,1421927494,1421927495,18.325332999999997,34.403199,0.051329,0.007237,0.044092,0,1,0,0,0,2,1,1,1,1,1,1,Exploits,1
279,59.166.0.1,24842,149.171.126.4,80,tcp,FIN,1.1308479999999999,1580,10168,31,29,3,5,http,10250.71387,67941.92969,12,18,255,255,2783369997,2784407781,132,565,1,3924,9607.748531000001,7735.034178,1421927494,1421927495,102.776365,66.48800200000001,0.000713,0.0005480000000000001,0.000165,0,0,1,0,0,1,1,2,3,1,1,1,,0
280,59.166.0.7,37867,149.171.126.6,80,tcp,FIN,1.0051139999999998,1580,10168,31,29,3,5,http,11533.02051,76441.08594,12,18,255,255,393787887,394805858,132,565,1,3924,9529.076967,7675.081731,1421927494,1421927495,91.338453,59.09188,0.000687,0.0005480000000000001,0.000139,0,0,1,0,0,3,4,4,3,1,1,1,,0
281,59.166.0.8,18245,149.171.126.7,80,tcp,FIN,1.074071,1580,10168,31,29,3,5,http,10792.58203,71533.44531,12,18,255,255,453787950,2604355040,132,565,1,3924,9557.788873,7702.664815000001,1421927494,1421927495,97.528908,63.14835,0.000699,0.000545,0.000154,0,0,1,0,0,1,1,1,2,1,1,1,,0
282,59.166.0.6,12899,149.171.126.8,80,tcp,FIN,0.004184,1058,822,31,29,2,2,http,1770554.375,1414913.875,8,10,255,255,1353788565,3504451520,132,82,1,82,35.095414,0.729787,1421927495,1421927495,0.546,0.404111,0.000686,0.000542,0.000144,0,0,1,0,0,3,2,1,4,1,1,1,,0
283,59.166.0.4,13053,149.171.126.6,80,tcp,FIN,1.020335,1580,10168,31,29,3,5,http,11360.97461,75300.76563,12,18,255,255,3319180186,3325322390,132,565,1,3924,9551.424629000001,7698.204535,1421927495,1421927496,92.711364,59.942060999999995,0.007926,0.001315,0.006611,0,0,1,0,0,1,4,4,3,1,1,1,,0
284,175.45.176.1,6719,149.171.126.17,80,tcp,FIN,0.193578,1196,268,254,252,2,1,http,44509.1875,9257.25,10,6,255,255,2860724423,2370039847,120,45,0,0,1098.498269,65.46242600000001,1421927495,1421927496,20.252222,37.135999999999996,0.053171,0.007889,0.045281999999999996,0,1,0,0,0,2,1,1,1,1,1,1,Exploits,1
285,59.166.0.6,18361,149.171.126.6,80,tcp,FIN,1.263174,1684,10168,31,29,3,5,http,9905.207031,60824.55469,14,18,255,255,1533788644,3680177863,120,565,1,3924,9285.785103,8129.660720999999,1421927496,1421927497,97.139156,74.254118,0.001019,0.000851,0.000168,0,0,1,0,0,3,4,6,7,1,1,3,,0
286,59.166.0.7,4684,149.171.126.3,80,tcp,FIN,1.088863,1580,10168,31,29,3,5,http,10645.9668,70561.67969,12,18,255,255,2195884986,2196951775,132,565,1,3924,9565.655668000001,7702.888848999999,1421927497,1421927498,98.95600300000001,64.01923599999999,0.0006730000000000001,0.000532,0.00014099999999999998,0,0,1,0,0,3,1,2,2,2,1,1,,0
287,59.166.0.7,3481,149.171.126.6,80,tcp,FIN,1.005871,1580,10168,31,29,3,5,http,11524.33984,76383.54688,12,18,255,255,2133788483,4280222513,132,565,1,3924,9530.266792,7676.196323,1421927497,1421927498,91.409909,59.13735,0.000676,0.000532,0.000144,0,0,1,0,0,3,4,2,2,2,1,1,,0
288,59.166.0.0,35299,149.171.126.8,80,tcp,FIN,1.071401,1580,10168,31,29,3,5,http,10819.47852,71711.71094,12,18,255,255,2491690927,2492747137,132,565,1,3924,9551.743083,7691.878019,1421927497,1421927498,97.36426999999999,62.991061,0.0006889999999999999,0.000549,0.00014,0,0,1,0,0,1,2,3,2,1,1,1,,0
289,59.166.0.3,17320,149.171.126.5,80,tcp,FIN,1.053906,1580,10168,31,29,3,5,http,10999.08398,72902.14063,12,18,255,255,226311354,227362641,132,565,1,3924,9541.47245,7683.2106890000005,1421927497,1421927498,95.776003,61.962058,0.000691,0.000547,0.000144,0,0,1,0,0,1,1,3,6,1,1,1,,0
290,59.166.0.6,2344,149.171.126.1,80,tcp,FIN,0.004069,1042,824,31,29,2,2,http,1793069.5,1458835.125,8,10,255,255,2975892026,2976964100,130,82,1,83,33.483740000000004,0.6995520000000001,1421927498,1421927498,0.531571,0.388444,0.000719,0.0005690000000000001,0.00015,0,0,1,0,0,3,1,2,4,1,1,2,,0
291,175.45.176.3,44421,149.171.126.18,80,tcp,FIN,0.246554,854,2132,62,252,2,2,http,24951.9375,60546.57422,10,8,255,255,2105979587,283825835,85,267,1,644,1458.039106,56.855316,1421927499,1421927499,27.394889000000003,33.789429999999996,0.051057,0.005949,0.045107999999999995,0,1,1,0,0,1,1,1,1,1,1,1,DoS,1
292,59.166.0.3,20476,149.171.126.7,80,tcp,FIN,1.006342,1684,10168,31,29,3,5,http,12433.14844,76347.79688,14,18,255,255,586303959,587395422,120,565,1,3924,8761.747331999999,7676.113129,1421927498,1421927499,77.380772,59.162765,0.000708,0.000571,0.00013700000000000002,0,0,1,0,0,1,3,1,1,1,1,1,,0
293,59.166.0.1,10745,149.171.126.9,80,tcp,FIN,1.149205,1580,10168,31,29,3,5,http,10086.97363,66856.65625,12,18,255,255,3511690176,1399911566,132,565,1,3924,9624.648820999999,7746.6873989999995,1421927499,1421927500,104.442001,67.237117,0.006323,0.006173,0.00015,0,0,1,0,0,3,3,2,5,3,1,2,,0
294,59.166.0.1,43722,149.171.126.0,80,tcp,FIN,1.613836,19826,1087890,31,29,2,370,http,98017.39063,5385588.0,372,746,255,255,3271692375,3279161759,53,1458,1,524288,276.503923,175.902925,1421927499,1421927500,4.3491,2.165521,0.000932,0.000522,0.00041,0,0,1,0,0,3,2,2,5,3,1,1,,0
295,59.166.0.9,38035,149.171.126.2,80,tcp,FIN,1.083148,1684,10168,31,29,3,5,http,11551.51465,70933.98438,14,18,255,255,1306305102,3453172235,120,565,1,3924,8785.107226,7693.379274,1421927499,1421927500,83.225459,63.678999999999995,0.000769,0.000596,0.000173,0,0,1,0,0,2,2,2,3,1,1,1,,0
296,59.166.0.1,5435,149.171.126.8,80,tcp,FIN,1.047245,1684,10168,31,29,3,5,http,11947.53809,73365.82813,14,18,255,255,1186303687,1194993319,120,565,1,3924,8771.321496999999,7680.553473000001,1421927499,1421927500,80.528769,61.571059,0.000654,0.000528,0.000126,0,0,1,0,0,3,2,2,5,3,1,1,,0
297,59.166.0.5,46803,149.171.126.3,80,tcp,FIN,1.160403,1684,10168,31,29,3,5,http,10782.46094,66211.47656,14,18,255,255,4291691726,2705818,120,565,1,3924,9464.913893,8286.412518000001,1421927500,1421927501,89.232925,68.194176,0.001218,0.001094,0.000124,0,0,1,0,0,2,1,2,3,2,1,1,,0
298,59.166.0.5,52791,149.171.126.9,80,tcp,FIN,1.008889,1684,10168,31,29,3,5,http,12401.76172,76155.0625,14,18,255,255,4235885569,2087903836,120,565,1,3924,8766.317943,7675.790790999999,1421927500,1421927501,77.579615,59.31688199999999,0.0006230000000000001,0.0004980000000000001,0.000125,0,0,1,0,0,2,3,2,3,2,1,1,,0
299,59.166.0.9,64857,149.171.126.8,80,tcp,FIN,1.112309,1580,10168,31,29,3,5,http,10421.56445,69074.33594,12,18,255,255,2744208220,2749464085,132,565,1,3924,9587.211866,7719.082014,1421927501,1421927502,101.08763499999999,65.39753,0.000691,0.000546,0.000145,0,0,1,0,0,2,2,7,1,1,1,1,,0
300,59.166.0.0,4290,149.171.126.2,80,tcp,FIN,1.12086,1684,10168,31,29,3,5,http,11162.85742,68547.36719,14,18,255,255,58821221,2209383684,120,565,1,3924,8822.954062,7724.957559,1421927500,1421927502,86.192695,65.904706,0.000615,0.00047599999999999997,0.000139,0,0,1,0,0,3,2,2,7,3,1,1,,0
301,59.166.0.0,11368,149.171.126.7,80,tcp,FIN,1.008621,1684,10168,31,29,3,5,http,12405.05664,76175.29688,14,18,255,255,2448402047,299825158,120,565,1,3924,8765.77826,7674.209418,1421927501,1421927502,77.558925,59.303588,0.000582,0.00045599999999999997,0.000126,0,0,1,0,0,3,3,5,7,3,1,5,,0
302,59.166.0.0,6965,149.171.126.7,80,tcp,FIN,0.004093,1058,822,31,29,2,2,http,1809919.25,1446371.75,8,10,255,255,3344209205,3349446597,132,82,1,82,33.985103,0.72272,1421927502,1421927502,0.534714,0.395111,0.000671,0.000533,0.000138,0,0,1,0,0,3,3,5,7,3,1,5,,0
303,175.45.176.2,32188,149.171.126.11,80,tcp,FIN,0.270259,802,1332,62,252,2,2,http,21372.0918,34515.03906,10,8,255,255,142567952,3111766122,80,167,1,265,1467.621721,51.350645,1421927502,1421927502,30.028778000000003,36.672715000000004,0.05717100000000001,0.012878,0.044293,0,1,1,0,0,1,1,1,1,1,1,1,DoS,1
304,59.166.0.8,1479,149.171.126.0,80,tcp,FIN,3.782797,19514,1087890,31,29,2,370,http,41156.84766,2297626.75,366,746,255,255,1606305642,1613420677,53,1458,1,524288,559.515014,361.961813,1421927499,1421927503,10.362915,5.076823,0.000708,0.00056,0.000148,0,0,1,0,0,1,2,1,1,1,1,1,,0
305,59.166.0.4,4230,149.171.126.9,80,tcp,FIN,1.162344,1684,10168,31,29,3,5,http,10764.45508,66100.91406,14,18,255,255,3284208115,1140279679,120,565,1,3924,10003.77211,8757.648731000001,1421927502,1421927503,89.384079,68.341588,0.000676,0.000535,0.00014099999999999998,0,0,1,0,0,1,3,2,3,1,1,1,,0
306,59.166.0.9,59516,149.171.126.2,80,tcp,FIN,1.0979709999999998,1684,10168,31,29,3,5,http,11395.56543,69976.35156,14,18,255,255,3884207702,3885411754,120,565,1,3924,8804.020573,7728.343158,1421927503,1421927504,84.432921,64.537412,0.000983,0.000831,0.000152,0,0,1,0,0,1,2,3,1,1,1,1,,0
307,59.166.0.3,12226,149.171.126.1,80,tcp,FIN,1.034033,1580,10168,31,29,3,5,http,11210.47461,74303.24219,12,18,255,255,1438820719,1441824303,132,565,1,3924,9536.127249,7684.919318000001,1421927503,1421927504,93.97118,60.59053,0.008786,0.00399,0.004796,0,0,1,0,0,2,2,2,2,1,1,2,,0
308,59.166.0.5,13949,149.171.126.6,80,tcp,FIN,3.917593,19098,1087890,31,29,2,370,http,38891.22656,2218570.5,358,746,255,255,2504208555,2518488322,53,1458,1,524288,585.004448,381.28763,1421927501,1421927505,10.972761,5.257429,0.0009519999999999999,0.000807,0.000145,0,0,1,0,0,2,2,4,3,1,1,1,,0
309,59.166.0.7,11960,149.171.126.1,80,tcp,FIN,1.009412,1684,10168,31,29,3,5,http,12395.33496,76115.59375,14,18,255,255,2280925199,132628836,120,565,1,3924,8765.705331000001,7675.603384,1421927504,1421927505,77.619618,59.346059,0.000686,0.000522,0.000164,0,0,1,0,0,1,2,4,2,1,1,1,,0
310,59.166.0.4,10250,149.171.126.6,80,tcp,FIN,1.2079,1580,10168,31,29,3,5,http,9596.820312,63607.91016,12,18,255,255,311337472,312422116,132,565,1,3924,10398.67205,8372.346677,1421927504,1421927506,109.77654299999999,71.020881,0.000679,0.000541,0.000138,0,0,1,0,0,3,2,6,5,2,1,1,,0
311,59.166.0.4,37662,149.171.126.0,80,tcp,FIN,1.021626,1580,10168,31,29,3,5,http,11346.61816,75205.60156,12,18,255,255,2640918809,492395408,132,565,1,3924,9531.175948999999,7675.09857,1421927505,1421927506,92.84454699999999,60.063058,0.000687,0.00055,0.00013700000000000002,0,0,1,0,0,3,1,2,5,2,1,1,,0
312,59.166.0.2,18129,149.171.126.9,80,tcp,FIN,1.141946,1684,10168,31,29,3,5,http,10956.73535,67281.64063,14,18,255,255,2700918922,2697844683,120,565,1,3924,8834.347649,7736.938655,1421927505,1421927506,87.815154,67.140529,0.0006889999999999999,0.000553,0.000136,0,0,1,0,0,1,1,1,3,1,1,1,,0
313,59.166.0.4,29583,149.171.126.3,80,tcp,FIN,1.139864,1684,10168,31,29,3,5,http,10976.74805,67404.53125,14,18,255,255,971337153,972447888,120,565,1,3924,8836.785671,7741.783009999999,1421927506,1421927507,87.653998,67.01111800000001,0.000795,0.000671,0.000124,0,0,1,0,0,3,1,4,3,1,1,1,,0
314,59.166.0.5,14711,149.171.126.2,80,tcp,FIN,1.010278,1684,10168,31,29,3,5,http,12384.70996,76050.35938,14,18,255,255,3480924797,1332496834,120,565,1,3924,8774.980079,7683.205681999999,1421927506,1421927507,77.680844,59.395647,0.000695,0.0005480000000000001,0.000147,0,0,1,0,0,2,2,7,2,1,1,1,,0
315,59.166.0.3,64277,149.171.126.7,80,tcp,FIN,1.007778,1684,10168,31,29,3,4,http,12415.43262,76239.00781,14,18,255,255,1631338726,3782065923,120,565,1,3924,8767.200531,7676.320793000001,1421927507,1421927508,77.49169,59.247763,0.000714,0.0005610000000000001,0.000153,0,0,1,0,0,2,1,2,6,1,1,1,,0
316,59.166.0.7,26864,149.171.126.2,80,tcp,FIN,4.35367,17850,1087890,31,29,2,370,http,32702.523439999997,1996351.5,334,746,255,255,4068401912,1939717949,53,1458,1,524288,745.814631,471.92487300000005,1421927504,1421927508,13.073088,5.843121,0.000678,0.00054,0.000138,0,0,1,0,0,1,1,1,1,1,1,1,,0
317,59.166.0.8,33316,149.171.126.9,80,tcp,FIN,4.286645,18058,1087890,31,29,2,370,http,33602.03516,2027566.125,338,746,255,255,11336582,28629190,53,1458,1,524288,738.831719,478.30942300000004,1421927504,1421927508,12.719041,5.753212,0.0006320000000000001,0.000499,0.000133,0,0,1,0,0,2,1,1,1,1,1,1,,0
318,59.166.0.3,4472,149.171.126.1,80,tcp,FIN,1.0046620000000002,1684,10168,31,29,3,4,http,12453.93945,76475.46875,14,18,255,255,143854295,2290344895,120,565,1,0,8765.23002,7673.9831189999995,1421927508,1421927509,77.25507900000001,59.061530000000005,0.0007599999999999999,0.000611,0.000149,0,0,1,0,0,3,2,4,4,1,1,1,,0
319,59.166.0.8,19157,149.171.126.6,80,tcp,FIN,1.007873,1580,10168,31,29,3,5,http,11501.44824,76231.82031,12,18,255,255,623854746,624900901,132,565,1,3924,9529.649774,7676.558275,1421927509,1421927510,91.458906,59.257175,0.0006320000000000001,0.000496,0.000136,0,0,1,0,0,2,2,3,1,1,1,1,,0
320,175.45.176.2,54486,149.171.126.16,80,tcp,FIN,0.21566300000000002,806,924,62,252,2,2,http,26930.90625,30009.7832,10,8,255,255,779110207,1318451596,81,116,1,35,1308.178035,53.082409999999996,1421927511,1421927511,23.962556,29.401284999999998,0.050981,0.006161,0.04482,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
321,59.166.0.9,64646,149.171.126.7,80,tcp,FIN,1.0057969999999998,1580,10168,31,29,3,5,http,11525.188479999999,76389.17188,12,18,255,255,1763855026,3910321418,132,565,1,3924,9529.893394,7674.869625,1421927510,1421927511,91.39372900000001,59.133410999999995,0.000667,0.000524,0.000143,0,0,1,0,0,1,1,4,1,1,1,1,,0
322,59.166.0.2,8655,149.171.126.3,80,tcp,FIN,1.078086,1580,10168,31,29,3,5,http,10752.38867,71267.03906,12,18,255,255,1403853698,1404900214,132,565,1,3924,10065.527740000001,8105.645852,1421927510,1421927511,97.971457,63.38588299999999,0.000657,0.000522,0.000135,0,0,1,0,0,3,1,2,7,1,1,2,,0
323,59.166.0.3,37834,149.171.126.1,80,tcp,FIN,1.004943,1580,10168,31,29,3,5,http,11534.98242,76454.08594,12,18,255,255,3789240620,1644908959,132,565,1,0,9528.056404,7675.334461,1421927510,1421927511,91.326635,59.083296999999995,0.000656,0.000523,0.000133,0,0,1,0,0,3,2,1,5,1,1,1,,0
324,59.166.0.2,26689,149.171.126.5,80,tcp,FIN,1.158826,1684,10168,31,29,3,5,http,10797.13477,66301.58594,14,18,255,255,2063852056,4216284153,120,565,1,3924,8834.524287999999,7737.0252390000005,1421927511,1421927512,89.114075,68.136882,0.000621,0.000495,0.000126,0,0,1,0,0,3,1,1,4,2,1,1,,0
325,59.166.0.2,25123,149.171.126.6,80,tcp,FIN,1.004917,1580,10168,31,29,3,5,http,11535.280270000001,76456.0625,12,18,255,255,1943854120,4090247879,132,565,1,3924,9528.627224,7674.460261,1421927511,1421927512,91.324,59.082176000000004,0.000641,0.000516,0.000125,0,0,1,0,0,3,2,3,4,2,1,2,,0
326,59.166.0.3,21570,149.171.126.4,80,tcp,FIN,1.086807,1580,10168,31,29,3,5,http,10666.10742,70695.16406,12,18,255,255,1823854139,3974489901,132,565,1,3924,9563.795345,7700.9273969999995,1421927511,1421927512,98.767543,63.9,0.000637,0.000502,0.000135,0,0,1,0,0,3,1,2,2,1,1,1,,0
327,175.45.176.2,49019,149.171.126.19,80,tcp,FIN,0.263397,1276,996,254,252,2,2,http,34897.89063,26484.73438,10,8,255,255,4215339354,3849022182,128,125,1,86,1445.504886,52.906687,1421927512,1421927512,29.266333000000003,36.470715000000006,0.052329999999999995,0.007428,0.044902,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
328,59.166.0.5,61652,149.171.126.0,80,tcp,FIN,1.273959,1580,10168,31,29,3,5,http,9099.193359,60309.63281,12,18,255,255,636376516,637426434,132,565,1,3924,11235.00188,9045.42872,1421927512,1421927513,115.78072399999999,74.907232,0.000677,0.000531,0.000146,0,0,1,0,0,3,3,1,1,1,1,1,,0
329,59.166.0.9,44623,149.171.126.3,80,tcp,FIN,1.088095,1684,10168,31,29,3,5,http,11498.99609,70611.48438,14,18,255,255,336370702,337398737,120,565,1,3924,9138.966835,8002.482693999999,1421927512,1421927513,83.671151,63.976471,0.000637,0.000491,0.000146,0,0,1,0,0,2,1,2,1,1,1,1,,0
330,59.166.0.8,41852,149.171.126.2,80,tcp,FIN,1.091094,1580,10168,31,29,3,5,http,10624.19922,70417.39844,12,18,255,255,456370379,457402198,132,565,1,3924,10190.37562,8206.603167,1421927512,1421927513,99.152635,64.152762,0.000654,0.000492,0.000162,0,0,1,0,0,2,3,1,2,1,1,1,,0
331,59.166.0.2,25445,149.171.126.0,80,tcp,FIN,1.030513,1580,10168,31,29,3,5,http,11248.76563,74557.03906,12,18,255,255,3021757650,3027202236,132,565,1,0,9623.912329,7749.477902,1421927513,1421927514,93.57027099999999,60.585353000000005,0.000735,0.000558,0.000177,0,0,1,0,0,1,3,3,5,1,1,1,,0
332,59.166.0.7,19184,149.171.126.6,80,tcp,FIN,1.241135,1580,10168,31,29,3,5,http,9339.837891,61904.62891,12,18,255,255,2845951222,721318775,132,565,1,3924,11344.89128,9134.236145,1421927512,1421927514,112.79708899999999,72.976886,0.00066,0.000524,0.000136,0,0,1,0,0,1,2,4,1,1,1,1,,0
333,59.166.0.8,30822,149.171.126.1,80,tcp,FIN,1.249774,1684,10168,31,29,3,5,http,10011.41016,61476.71484,14,18,255,255,1116369433,3276656955,120,565,1,3924,8969.767856,7853.818378,1421927513,1421927514,96.10669200000001,73.48452900000001,0.0006940000000000001,0.00053,0.000164,0,0,1,0,0,2,1,2,3,1,1,1,,0
334,59.166.0.4,25681,149.171.126.9,80,tcp,FIN,1.236818,1580,10168,31,29,3,5,http,9372.438477,62120.703129999994,12,18,255,255,3085950509,3154167285,132,565,1,3924,9759.542055,7833.201123000001,1421927513,1421927514,112.405726,72.72470899999999,0.000633,0.0004940000000000001,0.000139,0,0,1,0,0,2,2,1,6,1,1,1,,0
335,175.45.176.2,20776,149.171.126.12,80,tcp,FIN,0.227812,920,1016,254,252,2,2,http,29076.60547,31218.722660000003,10,8,255,255,2092629435,1149549326,92,127,1,109,1392.681135,51.254824,1421927515,1421927515,25.312444,30.167857,0.029639999999999996,0.015971,0.013669,0,1,1,0,0,2,2,1,1,1,1,1,Exploits,1
336,59.166.0.5,45299,149.171.126.6,80,tcp,FIN,1.146781,19306,1087890,31,29,2,370,http,134309.875,7579002.5,362,746,255,255,1416369844,1417381766,53,1458,1,524288,177.025045,110.16734199999999,1421927513,1421927515,3.175729,1.5386309999999999,0.0006309999999999999,0.000496,0.000135,0,0,1,0,0,3,2,3,3,1,1,1,,0
337,59.166.0.4,24249,149.171.126.8,80,tcp,FIN,1.00457,1580,10168,31,29,3,5,http,11539.26563,76482.47656,12,18,255,255,1956370537,4102822001,132,565,1,0,9528.078429000001,7674.474362000001,1421927514,1421927515,91.29336500000001,59.060824,0.000674,0.00053,0.000144,0,0,1,0,0,2,2,2,6,1,1,1,,0
338,59.166.0.9,10852,149.171.126.2,80,tcp,FIN,1.123638,1684,10168,31,29,3,5,http,11135.25879,68377.89063,14,18,255,255,1536369758,1537383168,120,565,1,3924,8817.422639,7719.526511,1421927514,1421927515,86.406308,66.069294,0.000592,0.00045599999999999997,0.000136,0,0,1,0,0,2,3,6,1,1,1,1,,0
339,59.166.0.6,2348,149.171.126.0,80,tcp,FIN,1.513966,1684,10168,31,29,3,5,http,8264.386719,50748.82813,14,18,255,255,3381756696,3406847707,120,565,1,3924,10921.49359,9560.126554,1421927513,1421927515,116.428541,89.025529,0.000676,0.000525,0.000151,0,0,1,0,0,2,3,3,4,1,1,1,,0
340,59.166.0.1,56146,149.171.126.4,80,tcp,FIN,1.159719,1684,10168,31,29,3,5,http,10788.82031,66250.53125,14,18,255,255,2016370998,2029460033,120,565,1,3924,8836.892745000001,7737.698402,1421927514,1421927516,89.180615,68.187,0.000686,0.000533,0.000153,0,0,1,0,0,2,1,6,3,1,1,1,,0
341,59.166.0.5,62837,149.171.126.9,80,tcp,FIN,0.004131,1058,822,31,29,2,2,http,1793270.375,1433067.0,8,10,255,255,768885617,769941249,132,82,1,82,34.49265,0.76374,1421927516,1421927516,0.5388569999999999,0.401,0.000657,0.000515,0.00014199999999999998,0,0,1,0,0,3,2,3,6,1,1,1,,0
342,59.166.0.6,7921,149.171.126.2,80,tcp,FIN,1.0069569999999999,1580,10168,31,29,3,5,http,11511.91113,76301.17188,12,18,255,255,2498468048,349943848,132,565,1,3924,9532.019288,7676.593056000001,1421927515,1421927516,91.504365,59.202352000000005,0.000646,0.0005099999999999999,0.000136,0,0,1,0,0,2,3,2,3,1,1,1,,0
343,175.45.176.2,61357,149.171.126.12,80,tcp,FIN,0.282589,1118,2942,62,252,2,2,http,28507.83398,72897.39063,10,8,255,255,57886230,1240212763,112,368,1,921,1611.728766,53.777359,1421927517,1421927517,31.398778000000004,38.969145000000005,0.053261,0.009175,0.044086,0,1,1,0,0,2,2,1,1,1,1,1,Generic,1
344,59.166.0.1,27130,149.171.126.8,80,tcp,FIN,1.016801,1684,10168,31,29,3,5,http,12305.25977,75562.47656,14,18,255,255,1008886685,1009988270,120,565,1,3924,8765.152211,7674.775598,1421927516,1421927517,78.188998,59.778765,0.000735,0.000558,0.000177,0,0,1,0,0,2,2,1,3,1,1,1,,0
345,59.166.0.4,1116,149.171.126.2,80,tcp,FIN,1.007684,1684,10168,31,29,3,5,http,12416.59082,76246.125,14,18,255,255,3394272838,3399611659,120,565,1,3924,8766.285724,7676.14455,1421927517,1421927518,77.486998,59.241412,0.000739,0.000573,0.000166,0,0,1,0,0,3,4,4,1,1,1,1,,0
346,59.166.0.1,43878,149.171.126.2,80,tcp,FIN,1.046845,1684,10168,31,29,3,5,http,11952.10449,73393.86719,14,18,255,255,1368887618,1369946188,120,565,1,3924,8771.515664,7680.863823000001,1421927517,1421927518,80.497231,61.547706000000005,0.002633,0.0005269999999999999,0.002106,0,0,1,0,0,2,4,4,1,1,1,1,,0
347,59.166.0.4,5089,149.171.126.2,80,tcp,FIN,1.006869,1580,10168,31,29,3,5,http,11512.91797,76307.84375,12,18,255,255,301403571,302439322,132,565,1,3924,9534.527352,7683.114259,1421927519,1421927520,91.500452,59.195232,0.0007,0.000543,0.000157,0,0,1,0,0,3,4,2,2,1,1,1,,0
348,175.45.176.2,15858,149.171.126.15,80,tcp,FIN,0.210934,844,5132,62,252,2,3,http,28824.18164,175182.7656,10,10,255,255,3369608496,3175175849,84,513,1,2118,1216.75467,1655.02109,1421927521,1421927521,23.437110999999998,21.868444,0.052945000000000006,0.0069689999999999995,0.045975999999999996,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
349,59.166.0.1,34845,149.171.126.5,80,tcp,FIN,0.005034,1058,822,31,29,2,2,http,1471593.125,1176003.125,8,10,255,255,1681403405,3832475386,132,82,1,82,36.551487,1.054371,1421927521,1421927521,0.6688569999999999,0.492778,0.000731,0.000591,0.00014,0,0,1,0,0,2,2,4,5,1,1,1,,0
350,59.166.0.2,61350,149.171.126.9,80,tcp,FIN,1.173582,18994,1087890,31,29,2,370,http,129115.8203,7405921.5,356,746,255,255,3166788930,1022512274,53,1458,1,524288,195.441053,114.38197,1421927520,1421927521,3.304963,1.574524,0.000712,0.000558,0.000154,0,0,1,0,0,1,1,2,3,1,1,1,,0
351,59.166.0.4,18040,149.171.126.2,80,tcp,FIN,0.004123,1058,822,31,29,2,2,http,1796750.0,1435847.75,8,10,255,255,4006789180,1862427953,132,82,1,82,34.204329,0.722276,1421927521,1421927521,0.5368569999999999,0.398556,0.000675,0.000532,0.000143,0,0,1,0,0,3,4,3,6,1,1,1,,0
