srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.2,17330,149.171.126.8,12853,tcp,FIN,0.237662,37268,3380,31,29,18,8,smtp,1230386,111082.125,52,42,255,255,1452129585,1453229529,717,80,0,0,542.082055,18.420895,1421927678,1421927678,4.653118,5.784634,0.000594,0.000488,0.000106,0,0,0,0,0,2,1,2,5,2,1,2,,0
59.166.0.2,35222,149.171.126.5,12850,tcp,FIN,0.006363,3728,5474,31,29,7,7,ssh,4541254.5,6595631,32,24,255,255,1572120619,1572434554,117,228,0,0,12.912463,0.362738,1421927678,1421927678,0.205258,0.243304,0.000807,0.000631,0.000176,0,0,0,0,0,2,1,5,5,1,1,1,,0
59.166.0.3,3114,149.171.126.2,2.28E+11,tcp,FIN,0.048057,528,8824,31,29,1,4,ftp-data,79239.23438,1346567.625,10,12,255,255,3297511067,1160547744,53,735,0,0,492.232834,439.447018,1421927678,1421927678,5.302444,4.321182,0.000665,0.000521,0.000144,0,0,0,0,0,5,3,5,9,1,1,4,,0
59.166.0.3,3960,149.171.126.2,2.16E+11,tcp,FIN,0.048703,8928,424,31,29,4,1,ftp-data,1361887.375,60940.80469,14,8,255,255,1152125463,3514721656,638,53,0,0,401.709281,16.800875,1421927678,1421927678,3.746385,6.863429,0.000635,0.000499,0.000136,0,0,0,0,0,5,3,5,9,1,1,4,,0
59.166.0.5,49350,149.171.126.5,892418352,tcp,FIN,0.004373,1470,1728,31,29,5,4,-,2568488.5,2936199.5,22,14,255,255,3421700212,1272432047,67,123,0,0,12.879788,0.364745,1421927678,1421927678,0.208238,0.279308,0.000765,0.000604,0.000161,0,0,0,0,0,5,5,5,1,1,1,1,,0
59.166.0.7,6367,149.171.126.7,2.24E+11,udp,CON,0.00168,536,304,31,29,0,0,-,1914285.75,1085714.25,4,4,0,0,0,0,134,76,0,0,0.613297,0.269182,1421927678,1421927678,0.437667,0.195333,0,0,0,0,0,0,0,0,3,6,3,3,1,1,3,,0
59.166.0.7,7438,149.171.126.7,2.24E+11,tcp,FIN,0.004874,3744,2456,31,29,7,7,-,5803857.5,3807960.75,18,18,255,255,1332123550,1335332813,208,136,0,0,13.337204,0.33917,1421927678,1421927678,0.268176,0.255765,0.000655,0.000522,0.000133,0,0,0,0,0,3,6,3,3,1,1,3,,0
59.166.0.2,43967,149.171.126.8,13619,udp,CON,0.001049,146,178,31,29,0,0,dns,556720.6875,678741.6875,2,2,0,0,0,0,73,89,0,0,0,0,1421927678,1421927678,0.01,0.002,0,0,0,0,0,0,0,0,4,2,2,5,2,1,2,,0
59.166.0.3,39969,149.171.126.0,2.11E+11,tcp,FIN,0.010869,2438,19266,31,29,7,13,-,1747354.875,13826479,38,40,255,255,3657509397,3685425658,64,482,0,0,16.613577,16.559247,1421927678,1421927678,0.285,0.2715,0.000703,0.000549,0.000154,0,0,0,0,0,8,3,3,9,1,1,1,,0
59.166.0.3,33457,149.171.126.5,2.28E+11,tcp,FIN,0.015933,2974,30506,31,29,7,18,-,1462624.75,15010858,48,50,255,255,1212118782,1212442741,62,610,0,0,18.860528,18.38423,1421927678,1421927678,0.331723,0.311714,0.000807,0.000649,0.000158,0,0,0,0,0,8,5,5,9,1,1,1,,0
59.166.0.3,1116,149.171.126.2,12849,tcp,FIN,0.694656,2934,3742,31,29,11,15,ftp,33144.46094,42300.07422,52,54,255,255,1152122354,1153152628,56,69,0,0,1716.47198,53.397457,1421927678,1421927678,13.614627,13.096358,0.000717,0.000545,0.000172,0,0,0,1,1,1,1,5,9,1,1,4,,0
59.166.0.3,32230,149.171.126.3,13619,udp,CON,0.001046,130,162,31,29,0,0,dns,497131.9063,619502.8125,2,2,0,0,0,0,65,81,0,0,0,0,1421927678,1421927678,0.01,0.008,0,0,0,0,0,0,0,0,2,6,2,9,1,1,2,,0
59.166.0.3,46193,149.171.126.2,2.20E+11,tcp,FIN,0.002843,320,1882,31,29,1,2,ftp-data,751319,4634541,6,8,255,255,3297510013,1155966093,53,235,0,0,28.187217,0.531173,1421927678,1421927678,0.5028,0.337571,0.000598,0.000474,0.000124,0,0,0,0,0,5,3,5,9,1,1,4,,0
59.166.0.6,13342,149.171.126.5,14384,tcp,FIN,1.093035,1684,10168,31,29,3,5,http,11447.02637,70292.35156,14,18,255,255,432123364,433203010,120,565,1,3924,9346.248458,8182.972189,1421927676,1421927678,84.051308,64.263647,0.000699,0.000549,0.00015,0,0,1,0,0,2,1,5,1,1,1,1,,0
59.166.0.2,14106,149.171.126.1,13619,udp,CON,0.001148,146,178,31,29,0,0,dns,508710.7813,620209.0625,2,2,0,0,0,0,73,89,0,0,0,0,1421927678,1421927678,0.01,0.011,0,0,0,0,0,0,0,0,4,1,1,5,2,1,1,,0
59.166.0.3,2229,149.171.126.4,2.20E+11,tcp,FIN,0.112924,4014,59460,31,29,7,28,-,280188.4375,4152244,68,70,255,255,3357508254,1222029826,59,849,0,0,0,89.090346,1421927678,1421927678,1.680627,1.628681,0.000695,0.000541,0.000154,0,0,0,0,0,8,1,1,9,1,1,1,,0
59.166.0.7,49017,149.171.126.7,3223857,udp,CON,0.004734,568,320,31,29,0,0,-,719898.5625,405576.6563,4,4,0,0,0,0,142,80,0,0,1.709079,1.490111,1421927678,1421927678,1.215,1.059667,0,0,0,0,0,0,0,0,3,6,3,3,1,1,3,,0
59.166.0.8,31224,149.171.126.0,892418352,tcp,FIN,0.004522,1470,1728,31,29,5,4,-,2483856.75,2839451.5,22,14,255,255,3241700661,3242016591,67,123,0,0,13.251286,0.385868,1421927678,1421927678,0.215333,0.291538,0.000756,0.000597,0.000159,0,0,0,0,0,2,3,3,1,1,1,1,,0
59.166.0.2,45481,149.171.126.2,12853,tcp,FIN,0.022445,37372,3276,31,29,18,8,smtp,13064468,1138783.625,52,40,255,255,3537508272,1393180902,719,82,0,0,23.94225,1.0888,1421927678,1421927678,0.433314,0.562128,0.001682,0.000518,0.001164,0,0,0,0,0,2,1,5,5,2,1,1,,0
59.166.0.3,38327,149.171.126.3,926037811,tcp,FIN,0.038956,5174,83812,31,29,7,39,-,1050826.5,17024540,90,92,255,255,3657505871,1512420521,57,911,0,0,22.504562,22.314523,1421927678,1421927678,0.434157,0.421495,0.000762,0.00059,0.000172,0,0,0,0,0,8,6,2,9,1,1,2,,0
59.166.0.4,13440,149.171.126.5,13619,udp,CON,0.001147,130,162,31,29,0,0,dns,453356.5938,564952.0625,2,2,0,0,0,0,65,81,0,0,0,0,1421927678,1421927678,0.01,0.009,0,0,0,0,0,0,0,0,3,1,5,1,1,1,1,,0
59.166.0.5,1296,149.171.126.1,892418352,tcp,FIN,0.193816,1470,1728,31,29,5,4,-,57951.87109,66248.39844,22,14,255,255,1812119488,1812411006,67,123,0,0,0,19.426674,1421927679,1421927679,9.229333,14.854538,0.000718,0.000571,0.000147,0,0,0,0,0,5,4,1,1,1,1,1,,0
59.166.0.8,62264,149.171.126.0,2.20E+11,tcp,FIN,0.002941,320,1882,31,29,1,2,ftp-data,726283.5625,4480108.5,6,8,255,255,4021705144,4025573740,53,235,0,0,29.548513,0.574035,1421927679,1421927679,0.5244,0.351857,0.000607,0.000472,0.000135,0,0,0,0,0,6,8,10,11,1,1,10,,0
59.166.0.8,23494,149.171.126.0,12849,tcp,FIN,0.437762,2934,3742,31,29,11,15,ftp,52594.78906,67123.23438,52,54,255,255,1872123174,1873135069,56,69,0,0,1015.832998,38.493355,1421927679,1421927679,8.577216,8.248943,0.000726,0.000563,0.000163,0,0,0,1,6,8,8,10,11,7,7,10,,0
59.166.0.4,22909,149.171.126.7,13619,udp,CON,0.000948,130,162,31,29,0,0,dns,548523.1875,683544.3125,2,2,0,0,0,0,65,81,0,0,0,0,1421927679,1421927679,0.002,0.006,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,,0
59.166.0.7,62244,149.171.126.4,13619,udp,CON,0.001165,146,178,31,29,0,0,dns,501287.5313,611158.8125,2,2,0,0,0,0,73,89,0,0,0,0,1421927679,1421927679,0.011,0.011,0,0,0,0,0,0,0,0,2,2,1,2,2,1,1,,0
59.166.0.6,50580,149.171.126.9,14384,tcp,FIN,1.125849,1580,10168,31,29,3,5,http,10296.22949,68243.60938,12,18,255,255,1032123227,3182766904,132,565,1,3924,9602.017783,7730.862084,1421927677,1421927679,102.312729,66.193762,0.000723,0.000551,0.000172,0,0,1,0,0,2,1,1,2,1,1,1,,0
59.166.0.0,37695,149.171.126.3,13619,udp,CON,0.001119,146,178,31,29,0,0,dns,521894.5313,636282.375,2,2,0,0,0,0,73,89,0,0,0,0,1421927679,1421927679,0.01,0.007,0,0,0,0,0,0,0,0,1,6,2,2,1,1,1,,0
59.166.0.2,51811,149.171.126.6,13619,udp,CON,0.00102,130,162,31,29,0,0,dns,509803.9375,635294.125,2,2,0,0,0,0,65,81,0,0,0,0,1421927679,1421927679,0.01,0.005,0,0,0,0,0,0,0,0,4,2,1,1,1,1,1,,0
59.166.0.4,28572,149.171.126.2,2.11E+11,tcp,FIN,0.016338,2974,30506,31,29,7,18,-,1426368,14638756,48,50,255,255,2112119441,2112443973,62,610,0,0,19.076933,19.065831,1421927679,1421927679,0.339426,0.319816,0.000826,0.000657,0.000169,0,0,0,0,0,6,3,1,3,1,1,1,,0
59.166.0.8,23494,149.171.126.0,12849,tcp,FIN,0.437762,2934,3742,31,29,11,15,ftp,52594.78906,67123.23438,52,54,255,255,1872123174,1873135069,56,69,0,0,1015.832998,38.493355,1421927679,1421927679,8.577216,8.248943,0.000726,0.000563,0.000163,0,0,0,1,6,8,8,10,11,7,7,10,,0
59.166.0.7,51183,149.171.126.7,13619,udp,CON,0.001083,146,178,31,29,0,0,dns,539242.875,657433.0625,2,2,0,0,0,0,73,89,0,0,0,0,1421927679,1421927679,0.011,0.007,0,0,0,0,0,0,0,0,2,3,3,2,2,1,1,,0
59.166.0.4,30357,149.171.126.8,2.16E+11,tcp,FIN,0.030435,4014,59460,31,29,7,28,-,1039592.563,15406210,68,70,255,255,2112123003,2122272816,59,849,0,0,0,23.862625,1421927679,1421927679,0.449522,0.433188,0.000694,0.000542,0.000152,0,0,0,0,0,6,2,2,3,1,1,1,,0
59.166.0.8,61047,149.171.126.0,2.28E+11,tcp,FIN,0.004118,528,8824,31,29,1,4,ftp-data,924720.6875,15714424,10,12,255,255,4021705982,4028828231,53,735,0,0,31.368221,19.634733,1421927679,1421927679,0.422778,0.329727,0.000617,0.000487,0.00013,0,0,0,0,0,6,8,10,11,1,1,10,,0
59.166.0.8,23494,149.171.126.0,12849,tcp,FIN,0.437762,2934,3742,31,29,11,15,ftp,52594.78906,67123.23438,52,54,255,255,1872123174,1873135069,56,69,0,0,1015.832998,38.493355,1421927679,1421927679,8.577216,8.248943,0.000726,0.000563,0.000163,0,0,0,1,6,8,8,10,11,7,7,10,,0
59.166.0.8,23494,149.171.126.0,12849,tcp,FIN,0.437762,2934,3742,31,29,11,15,ftp,52594.78906,67123.23438,52,54,255,255,1872123174,1873135069,56,69,0,0,1015.832998,38.493355,1421927679,1421927679,8.577216,8.248943,0.000726,0.000563,0.000163,0,0,0,1,6,8,8,10,11,7,7,10,,0
59.166.0.8,23494,149.171.126.0,12849,tcp,FIN,0.437762,2934,3742,31,29,11,15,ftp,52594.78906,67123.23438,52,54,255,255,1872123174,1873135069,56,69,0,0,1015.832998,38.493355,1421927679,1421927679,8.577216,8.248943,0.000726,0.000563,0.000163,0,0,0,1,6,8,8,10,11,7,7,10,,0
59.166.0.8,23494,149.171.126.0,12849,tcp,FIN,0.437762,2934,3742,31,29,11,15,ftp,52594.78906,67123.23438,52,54,255,255,1872123174,1873135069,56,69,0,0,1015.832998,38.493355,1421927679,1421927679,8.577216,8.248943,0.000726,0.000563,0.000163,0,0,0,1,6,8,8,10,11,7,7,10,,0
59.166.0.8,55759,149.171.126.0,2.16E+11,tcp,FIN,0.223401,8928,320,31,29,4,1,ftp-data,296901.0938,9561.282227,14,6,255,255,1872126060,1933942839,638,53,0,0,1586.873397,67.917453,1421927679,1421927679,17.184692,44.545199,0.00067,0.000538,0.000132,0,0,0,0,0,6,8,10,11,1,1,10,,0
59.166.0.0,64013,149.171.126.7,12853,tcp,FIN,0.358861,37372,3172,31,29,18,8,smtp,817118.625,68862.32031,52,38,255,255,3841703864,3838562851,719,83,0,0,805.885657,28.526117,1421927679,1421927679,7.029019,9.683811,0.000718,0.000556,0.000162,0,0,0,0,0,1,1,3,2,1,1,1,,0
59.166.0.6,63973,149.171.126.3,892418352,tcp,FIN,0.142966,1470,1728,31,29,5,4,-,78564.13281,89811.5625,22,14,255,255,3897506100,1752448197,67,123,0,0,0,24.733287,1421927679,1421927679,6.807905,10.936385,0.000853,0.000663,0.00019,0,0,0,0,0,2,6,2,2,1,1,1,,0
59.166.0.8,21576,149.171.126.8,13619,udp,CON,0.001037,130,162,31,29,0,0,dns,501446.5,624879.5,2,2,0,0,0,0,65,81,0,0,0,0,1421927679,1421927679,0.01,0.008,0,0,0,0,0,0,0,0,2,2,2,11,1,1,1,,0
59.166.0.8,23494,149.171.126.0,12849,tcp,FIN,0.437762,2934,3742,31,29,11,15,ftp,52594.78906,67123.23438,52,54,255,255,1872123174,1873135069,56,69,0,0,1015.832998,38.493355,1421927679,1421927679,8.577216,8.248943,0.000726,0.000563,0.000163,0,0,0,1,6,8,8,10,11,7,7,10,,0
175.45.176.3,12765,149.171.126.14,3225401,tcp,FIN,0.639995,738,354,254,252,2,1,-,8312.56543,3875.030518,10,8,255,255,3915594298,3387066307,74,44,0,0,4477.555709,137.640359,1421927678,1421927679,68.628,82.484141,0.124413,0.062596,0.061817,0,1,0,0,0,4,5,1,1,1,1,1, Fuzzers,1
175.45.176.0,62597,149.171.126.19,14384,tcp,FIN,0.554224,566,268,254,252,2,1,http,7361.644043,3233.349609,10,6,255,255,3906426148,3151444675,57,45,0,0,3237.841244,130.384023,1421927678,1421927679,54.499444,93.288398,0.152424,0.087775,0.064649,0,1,0,0,0,6,5,1,1,1,1,1, Fuzzers,1
175.45.176.3,58182,149.171.126.14,3225401,tcp,FIN,0.630866,1506,268,254,252,2,1,-,17195.41016,2840.539795,10,6,255,255,3799486927,967862338,151,45,0,0,3518.335456,157.533297,1421927679,1421927680,66.975556,100.908797,0.245351,0.126315,0.119036,0,1,0,0,0,4,5,1,1,1,1,1, Fuzzers,1
175.45.176.2,57981,149.171.126.13,14384,tcp,FIN,0.995681,958,354,254,252,2,1,http,6933.947754,2490.757568,10,8,255,255,1949186253,1517344471,96,44,1,0,7373.170488,185.591281,1421927679,1421927680,110.532444,134.143141,0.157238,0.056669,0.100569,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,2506,149.171.126.19,14384,tcp,FIN,0.942657,566,268,254,252,2,1,http,4328.191406,1901.009644,10,6,255,255,2471278884,4040740090,57,45,0,0,5157.124624,244.927953,1421927679,1421927680,97.392,160.964406,0.263792,0.137829,0.125963,0,1,0,0,0,6,5,1,1,1,1,1, Fuzzers,1
59.166.0.3,18951,149.171.126.0,2.16E+11,tcp,FIN,0.003985,8928,424,31,29,4,1,ftp-data,16644417,744793,14,8,255,255,564642996,2725450847,638,53,0,0,18.247258,0.763468,1421927680,1421927680,0.306538,0.471286,0.000685,0.000534,0.000151,0,0,0,0,0,5,8,3,5,1,1,2,,0
59.166.0.4,46743,149.171.126.3,2.20E+11,udp,CON,0.001785,536,304,31,29,0,0,-,1801680.75,1021848.75,4,4,0,0,0,0,134,76,0,0,0.663268,0.295348,1421927680,1421927680,0.474,0.214333,0,0,0,0,0,0,0,0,6,6,4,3,1,1,2,,0
59.166.0.4,7519,149.171.126.0,859125560,udp,CON,0.036126,536,304,31,29,0,0,-,89021.75781,50489.95313,4,4,0,0,0,0,134,76,0,0,10.03526,10.835469,1421927680,1421927680,7.103,7.668333,0,0,0,0,0,0,0,0,6,3,3,3,1,1,1,,0
59.166.0.3,45421,149.171.126.3,2.24E+11,tcp,FIN,0.01192,2438,19266,31,29,7,13,-,1593288.5,12607382,38,40,255,255,324638441,349596224,64,482,0,0,0,17.520326,1421927680,1421927680,0.311432,0.290615,0.000749,0.000583,0.000166,0,0,0,0,0,8,6,4,5,1,1,2,,0
59.166.0.4,1270,149.171.126.3,3223857,udp,CON,0.004689,568,320,31,29,0,0,-,726807.4375,409468.9688,4,4,0,0,0,0,142,80,0,0,1.693995,1.532302,1421927680,1421927680,1.204333,1.089,0,0,0,0,0,0,0,0,6,6,4,3,1,1,2,,0
59.166.0.7,55776,149.171.126.2,14384,tcp,FIN,1.013647,1580,10168,31,29,3,5,http,11435.93457,75797.59375,12,18,255,255,1992122299,4142815432,132,565,1,3924,9530.114838,7674.980113,1421927679,1421927680,92.112821,59.592762,0.00072,0.000566,0.000154,0,0,1,0,0,1,1,2,1,1,1,1,,0
59.166.0.0,15170,149.171.126.2,892418352,tcp,FIN,0.005342,1470,1728,31,29,5,4,-,2102583.25,2403594,22,14,255,255,2770022121,2770308084,67,123,0,0,15.680725,0.528233,1421927680,1421927680,0.2671,0.354385,0.000754,0.000595,0.000159,0,0,0,0,0,3,3,2,1,1,1,1,,0
59.166.0.3,35699,149.171.126.9,13619,udp,CON,0.001073,130,162,31,29,0,0,dns,484622.5313,603914.25,2,2,0,0,0,0,65,81,0,0,0,0,1421927680,1421927680,0.01,0.008,0,0,0,0,0,0,0,0,2,1,1,5,1,1,1,,0
59.166.0.3,43711,149.171.126.3,943010612,tcp,FIN,0.041002,5174,83812,31,29,7,39,-,998390.3125,16175015,90,92,255,255,2474215925,2474551417,57,911,0,0,23.84561,23.438318,1421927680,1421927680,0.456876,0.443055,0.000834,0.000674,0.00016,0,0,0,0,0,8,6,4,5,1,1,2,,0
59.166.0.9,31282,149.171.126.7,2.28E+11,tcp,FIN,0.106007,5174,83812,31,29,7,39,-,386163.1563,6256266,90,92,255,255,84634992,84921439,57,911,0,0,72.233197,71.033306,1421927679,1421927680,1.200171,1.158055,0.000772,0.000614,0.000158,0,0,0,0,0,1,6,1,1,1,1,1,,0
59.166.0.3,36561,149.171.126.0,2.20E+11,tcp,FIN,0.003049,320,1882,31,29,1,2,ftp-data,700557.5625,4321417,6,8,255,255,2710027610,568484360,53,235,0,0,30.892557,0.597699,1421927680,1421927680,0.5444,0.366571,0.000611,0.000477,0.000134,0,0,0,0,0,5,8,3,5,1,1,2,,0
59.166.0.3,8949,149.171.126.2,13619,udp,CON,0.000975,130,162,31,29,0,0,dns,533333.375,664615.375,2,2,0,0,0,0,65,81,0,0,0,0,1421927680,1421927680,0.001,0.001,0,0,0,0,0,0,0,0,4,3,2,4,2,2,2,,0
59.166.0.7,47982,149.171.126.1,14384,tcp,FIN,1.13484,1684,10168,31,29,3,5,http,11025.34277,67702.9375,14,18,255,255,4201709877,2053183452,120,565,1,3924,8836.613683,7737.389337,1421927679,1421927680,87.268382,66.721588,0.000703,0.000569,0.000134,0,0,1,0,0,1,1,2,2,1,1,1,,0
59.166.0.9,52299,149.171.126.4,2.20E+11,tcp,FIN,0.042963,2438,19266,31,29,7,13,-,442054.8125,3497893.75,38,40,255,255,84638214,2298152633,64,482,0,0,0,68.900215,1421927680,1421927680,1.151811,1.088256,0.000666,0.000517,0.000149,0,0,0,0,0,9,8,2,1,1,1,1,,0
59.166.0.3,18065,149.171.126.0,2.28E+11,tcp,FIN,0.005078,424,8824,31,29,1,4,ftp-data,584482.0625,12743600,8,12,255,255,564642047,571879343,53,735,0,0,36.653779,21.512101,1421927680,1421927680,0.674286,0.414,0.000693,0.000521,0.000172,0,0,0,0,0,1,1,4,4,1,1,2,,0
59.166.0.4,49842,149.171.126.3,842347316,tcp,FIN,0.313869,4160,2976,31,29,7,7,-,101953.3594,73151.53906,26,28,255,255,144640306,147856119,160,106,0,0,743.221902,19.343334,1421927680,1421927680,12.54168,11.605814,0.000662,0.000505,0.000157,0,0,0,0,0,7,2,2,4,1,1,1,,0
59.166.0.5,8547,149.171.126.7,892418352,tcp,FIN,0.003687,1470,1936,31,29,5,4,-,3046379.25,3968538.25,22,18,255,255,2530022444,2530317194,67,108,0,0,10.399823,0.273232,1421927680,1421927680,0.175571,0.175941,0.000696,0.000555,0.000141,0,0,0,0,0,9,5,1,1,1,1,1,,0
59.166.0.3,8949,149.171.126.2,13619,udp,CON,0.000975,130,162,31,29,0,0,dns,533333.375,664615.375,2,2,0,0,0,0,65,81,0,0,0,0,1421927680,1421927680,0.001,0.001,0,0,0,0,0,0,0,0,4,3,2,4,2,2,2,,0
59.166.0.3,16061,149.171.126.0,12849,tcp,FIN,0.022946,2934,3742,31,29,11,15,ftp,1003399.25,1280571.75,52,54,255,255,2710026211,2711073195,56,69,0,0,31.730228,0.766416,1421927680,1421927680,0.4525,0.430596,0.000682,0.000551,0.000131,0,0,0,1,1,1,1,4,4,1,1,2,,0
59.166.0.4,44542,149.171.126.0,926101553,tcp,FIN,0.371431,4264,3080,31,29,7,7,-,88565.57813,64141.12109,28,30,255,255,264641668,394817219,152,103,0,0,713.192074,17.534717,1421927680,1421927680,13.744815,12.788311,0.000697,0.000566,0.000131,0,0,0,0,0,7,3,4,4,1,1,2,,0
59.166.0.4,5646,149.171.126.0,3223857,udp,CON,0.199386,568,320,31,29,0,0,-,17092.47461,9629.5625,4,4,0,0,0,0,142,80,0,0,86.752813,86.712742,1421927680,1421927680,61.35,61.323668,0,0,0,0,0,0,0,0,7,3,4,4,1,1,2,,0
59.166.0.6,49634,149.171.126.4,12850,tcp,FIN,0.00644,3728,5474,31,29,7,7,ssh,4486956.5,6516770,32,24,255,255,2350022946,2350318090,117,228,0,0,13.042537,0.366775,1421927680,1421927680,0.207742,0.24713,0.00079,0.000614,0.000176,0,0,0,0,0,2,3,2,1,1,1,1,,0
59.166.0.7,16997,149.171.126.3,12850,tcp,FIN,0.006456,3728,5474,31,29,7,7,ssh,4475836.5,6500620,32,24,255,255,504638725,2654510330,117,228,0,0,13.032595,0.369644,1421927680,1421927680,0.208258,0.248348,0.000766,0.000602,0.000164,0,0,0,0,0,3,1,2,2,1,1,1,,0
59.166.0.4,14981,149.171.126.1,3224627,tcp,FIN,1.15471,7816,15092,31,29,30,32,-,53706.98828,103735.1328,122,126,255,255,3781702729,1633191195,64,120,0,0,608.186005,600.477236,1421927678,1421927680,9.540008,9.233264,0.000667,0.000548,0.000119,0,0,0,0,0,7,2,2,4,1,1,1,,0
59.166.0.6,22372,149.171.126.7,13619,udp,CON,0.00111,146,178,31,29,0,0,dns,526126.125,641441.4375,2,2,0,0,0,0,73,89,0,0,0,0,1421927681,1421927681,0.01,0.008,0,0,0,0,0,0,0,0,1,2,4,2,1,1,1,,0
59.166.0.5,59904,149.171.126.7,2.16E+11,tcp,FIN,0.081894,4014,59460,31,29,7,28,-,386353.0625,5725547.5,68,70,255,255,2950025160,815162808,59,849,0,0,74.383244,73.070409,1421927681,1421927681,1.217388,1.179116,0.00069,0.000531,0.000159,0,0,0,0,0,9,5,4,2,1,1,1,,0
59.166.0.2,36648,149.171.126.9,12850,tcp,FIN,0.356849,3728,5474,31,29,7,7,ssh,80975.42188,117607.1641,32,24,255,255,2834216755,684936128,117,228,0,0,860.09981,27.746883,1421927680,1421927681,11.511259,15.481044,0.000803,0.000645,0.000158,0,0,0,0,0,2,2,3,3,2,1,2,,0
59.166.0.2,63071,149.171.126.9,12850,tcp,FIN,0.648853,3728,5474,31,29,7,7,ssh,44533.96875,64680.28906,32,24,255,255,2890022337,2890324285,117,228,0,0,1363.106545,41.60316,1421927681,1421927681,20.930742,28.176826,0.000807,0.000651,0.000156,0,0,0,0,0,2,2,3,3,2,1,2,,0
59.166.0.2,46493,149.171.126.7,13619,udp,CON,0.001034,146,178,31,29,0,0,dns,564796.9375,688588.0625,2,2,0,0,0,0,73,89,0,0,0,0,1421927681,1421927681,0.006,0.008,0,0,0,0,0,0,0,0,2,2,4,3,1,1,1,,0
59.166.0.8,24485,149.171.126.8,13619,udp,CON,0.00108,146,178,31,29,0,0,dns,540740.75,659259.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421927681,1421927681,0.01,0.008,0,0,0,0,0,0,0,0,3,2,1,3,1,1,1,,0
59.166.0.0,48110,149.171.126.7,892418352,tcp,FIN,0.004491,1470,1728,31,29,5,4,-,2501002,2859051.5,22,14,255,255,3254219055,1104899600,67,123,0,0,13.251186,0.380665,1421927681,1421927681,0.213857,0.290462,0.000752,0.000578,0.000174,0,0,0,0,0,1,5,4,1,1,1,1,,0
59.166.0.5,2043,149.171.126.2,926102321,tcp,FIN,0.016975,2974,30506,31,29,7,18,-,1372842.375,14089425,48,50,255,255,804635313,2950312137,62,610,0,0,20.2873,19.386068,1421927681,1421927681,0.354,0.340708,0.000766,0.00061,0.000156,0,0,0,0,0,9,2,2,2,1,1,1,,0
59.166.0.6,24083,149.171.126.2,12853,tcp,FIN,0.022564,37268,3380,31,29,18,8,smtp,12959405,1170005.375,52,42,255,255,864638808,3015262908,717,80,0,0,23.635603,0.94826,1421927681,1421927681,0.435549,0.536439,0.00068,0.000566,0.000114,0,0,0,0,0,1,1,2,2,1,1,1,,0
59.166.0.8,32851,149.171.126.1,2.20E+11,tcp,FIN,0.01082,2438,19266,31,29,7,13,-,1755268,13889094,38,40,255,255,3310025189,3338556685,64,482,0,0,0,16.260515,1421927681,1421927681,0.283568,0.263179,0.000705,0.000552,0.000153,0,0,0,0,0,3,2,1,3,1,1,1,,0
59.166.0.8,50618,149.171.126.9,2.16E+11,tcp,FIN,0.039998,5174,83812,31,29,7,39,-,1023451.188,16581030,90,92,255,255,3310021762,3310264784,57,911,0,0,23.54105,23.315572,1421927681,1421927681,0.44573,0.433593,0.000718,0.000537,0.000181,0,0,0,0,0,3,3,3,3,1,1,1,,0
59.166.0.4,24858,149.171.126.4,3224627,tcp,FIN,2.374982,7814,16912,31,29,30,32,-,26105.45898,56515.79297,122,126,255,255,1932122845,4163647333,64,134,0,0,1156.843161,1139.456219,1421927679,1421927681,19.624827,18.995311,0.000724,0.000564,0.00016,0,0,0,0,0,7,8,1,1,1,1,1,,0
175.45.176.2,8150,149.171.126.11,14384,tcp,FIN,0.878903,1408,19328,62,252,3,9,http,11905.75098,167936.625,14,22,255,255,3209588385,2153782631,101,879,0,0,3480.193852,3101.111322,1421927680,1421927681,67.607925,38.092428,0.156575,0.078317,0.078258,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,60533,149.171.126.14,3225401,tcp,FIN,0.445105,2530,268,254,252,2,1,-,40925.17578,4026.016357,10,6,255,255,1944461125,2956531072,253,45,0,0,2424.510456,103.179367,1421927680,1421927681,46.919889,71.902398,0.133804,0.08559,0.048214,0,1,0,0,0,5,5,1,1,1,1,1, Fuzzers,1
175.45.176.3,13118,149.171.126.14,3225401,tcp,FIN,0.570671,490,268,254,252,2,1,-,6182.195801,3140.162842,10,6,255,255,2969315099,3073938384,49,45,0,0,3061.398843,144.828531,1421927682,1421927682,60.016667,93.187797,0.166795,0.104721,0.062074,0,1,0,0,0,5,5,2,2,2,1,2, Fuzzers,1
